sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	0.98	106237590	0.58	7.30	0.0143	150
moss_0.001_8x_23.hist	histogram	genome-skim	8.55	96996295	0.57	6.60	0.0078	150
moss_0.0_4x_23.hist	histogram	genome-skim	4.06	102214765	0.51	6.93	0.0080	150
moss_0.01_8x_25.hist	histogram	genome-skim	8.28	100215487	0.66	4.75	0.0044	150
moss_0.001_4x_20.hist	histogram	genome-skim	3.93	105591121	0.52	7.00	0.0141	150
moss_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.42	88033113	0.62	7.36	0.0163	150
moss_0.001_1x_23.hist	histogram	genome-skim	0.97	107206900	0.51	6.44	0.0075	150
moss_0.001_8x_20.hist	histogram	genome-skim	12.70	65326799	0.85	10.24	0.0261	150
moss_0.001_1x_novaseq_profR.hist	histogram	genome-skim	1.00	104192950	0.51	6.56	0.0046	150
moss_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.23	100787637	0.66	4.89	0.0034	150
moss_0.0_4x_20.hist	histogram	genome-skim	3.72	111439624	0.46	7.16	0.0143	150
moss_0.001_2x_23.hist	histogram	genome-skim	1.89	109418907	0.48	6.49	0.0074	150
moss_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.28	100178323	0.56	9.46	0.0295	150
moss_0.001_2x_20.hist	histogram	genome-skim	1.97	105415098	0.53	6.77	0.0133	150
moss_0.01_8x_20.hist	histogram	genome-skim	8.63	96062005	0.70	5.06	0.0129	150
moss_0.01_4x_20.hist	histogram	genome-skim	4.10	101110071	0.67	5.12	0.0127	150
moss_0.001_8x_25.hist	histogram	genome-skim	8.40	98758105	0.55	6.43	0.0051	150
moss_0.01_8x_23.hist	histogram	genome-skim	8.40	98691924	0.67	5.01	0.0067	150
moss_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.34	99434404	0.53	6.61	0.0042	150
moss_0.01_1x_23.hist	histogram	genome-skim	0.90	114617224	0.59	4.87	0.0066	150
moss_0.001_2x_novaseq_profR.hist	histogram	genome-skim	1.83	113013722	0.45	6.54	0.0040	150
moss_0.001_4x_25.hist	histogram	genome-skim	4.07	101819371	0.53	6.63	0.0051	150
moss_0.01_2x_23.hist	histogram	genome-skim	1.98	104870855	0.62	4.96	0.0065	150
moss_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.87	119826866	0.61	7.21	0.0184	150
moss_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.30	96530184	0.68	5.33	0.0139	150
moss_0.001_1x_25.hist	histogram	genome-skim	0.99	104640344	0.51	6.58	0.0054	150
moss_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.34	99436142	0.55	6.35	0.0040	150
moss_0.001_1x_20.hist	histogram	genome-skim	1.03	100824304	0.63	6.34	0.0127	150
moss_0.01_2x_novaseq_profR.hist	histogram	genome-skim	1.98	104820317	0.62	4.88	0.0035	150
moss_0.0_2x_23.hist	histogram	genome-skim	1.92	108126335	0.48	6.76	0.0075	150
moss_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.31	96284410	0.55	7.16	0.0158	150
moss_0.0_1x_23.hist	histogram	genome-skim	1.02	101630126	0.53	6.99	0.0076	150
moss_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.66	113257694	0.49	7.49	0.0205	150
moss_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.53	97250841	0.65	6.72	0.0268	150
moss_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.06	100694453	0.52	7.50	0.0151	150
moss_0.0_1x_25.hist	histogram	genome-skim	0.96	108103069	0.48	6.69	0.0056	150
moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.64	161608811	0.46	7.04	0.0183	150
moss_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.04	102540471	0.52	6.48	0.0040	150
moss_0.0_2x_25.hist	histogram	genome-skim	1.89	109708228	0.46	6.41	0.0051	150
moss_0.01_1x_25.hist	histogram	genome-skim	0.94	110003194	0.61	5.21	0.0047	150
moss_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.09	99173200	0.52	7.36	0.0153	150
