sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.0_4x_25.hist	histogram	genome-skim	4.06	102113804	0.51	6.60	0.0052	150
moss_0.0_4x_20.hist	histogram	genome-skim	3.78	109746950	0.47	7.24	0.0143	150
moss_0.01_2x_23.hist	histogram	genome-skim	2.00	103864218	0.63	5.01	0.0066	150
moss_0.01_1x_20.hist	histogram	genome-skim	0.87	119662807	0.57	4.55	0.0116	150
moss_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.09	99388419	0.66	5.18	0.0135	150
moss_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.97	106922747	0.65	6.50	0.0184	150
moss_0.001_8x_25.hist	histogram	genome-skim	8.40	98706071	0.55	6.41	0.0051	150
moss_0.01_8x_25.hist	histogram	genome-skim	8.28	100199212	0.66	4.84	0.0044	150
moss_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.32	96025561	0.54	7.58	0.0161	150
moss_0.01_2x_novaseq_profR.hist	histogram	genome-skim	1.96	105562382	0.62	4.74	0.0034	150
moss_0.001_2x_novaseq_profR.hist	histogram	genome-skim	1.84	112457830	0.46	6.31	0.0039	150
moss_0.0_8x_20.hist	histogram	genome-skim	12.72	65209442	0.82	10.50	0.0265	150
moss_0.01_1x_novaseq_profR.hist	histogram	genome-skim	0.97	107284640	0.61	4.64	0.0040	150
moss_0.01_8x_20.hist	histogram	genome-skim	8.62	96169299	0.69	4.98	0.0129	150
moss_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.01	102800893	0.67	5.02	0.0127	150
moss_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.08	99573470	0.52	7.61	0.0153	150
moss_0.001_4x_20.hist	histogram	genome-skim	3.82	108510826	0.49	6.85	0.0141	150
moss_0.0_4x_23.hist	histogram	genome-skim	4.05	102288301	0.51	6.94	0.0080	150
moss_0.0_8x_23.hist	histogram	genome-skim	8.58	96619255	0.55	7.05	0.0079	150
moss_0.001_1x_20.hist	histogram	genome-skim	0.99	105201977	0.56	6.64	0.0128	150
moss_0.0_1x_25.hist	histogram	genome-skim	1.00	103179132	0.54	7.02	0.0055	150
moss_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	0.96	107742061	0.56	6.92	0.0140	150
moss_0.01_2x_20.hist	histogram	genome-skim	2.00	103794049	0.64	4.86	0.0123	150
moss_0.001_2x_23.hist	histogram	genome-skim	1.91	108726230	0.48	7.04	0.0074	150
moss_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.34	99480949	0.55	6.39	0.0041	150
moss_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.33	99527679	0.53	6.44	0.0042	150
moss_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.91	93098976	0.71	5.22	0.0142	150
moss_0.01_4x_20.hist	histogram	genome-skim	4.10	101236936	0.67	5.17	0.0127	150
moss_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.31	96107496	0.55	7.17	0.0158	150
moss_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.28	96770347	0.68	5.23	0.0139	150
moss_0.0_2x_novaseq_profR.hist	histogram	genome-skim	1.85	111796324	0.44	6.57	0.0040	150
moss_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.40	88263582	0.62	7.20	0.0163	150
moss_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.96	105698880	0.57	7.03	0.0198	150
moss_0.0_2x_23.hist	histogram	genome-skim	1.94	106771123	0.48	6.47	0.0075	150
moss_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.06	102219069	0.52	6.44	0.0041	150
moss_0.001_1x_25.hist	histogram	genome-skim	0.94	109800502	0.50	6.48	0.0054	150
moss_0.01_1x_25.hist	histogram	genome-skim	0.96	107855442	0.61	5.33	0.0047	150
moss_0.001_1x_23.hist	histogram	genome-skim	0.99	104449651	0.58	6.75	0.0074	150
moss_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.75	110562839	0.52	7.27	0.0205	150
moss_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.76	110200171	0.53	7.00	0.0202	150
moss_0.0_2x_20.hist	histogram	genome-skim	1.97	105435345	0.51	6.93	0.0135	150
moss_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.06	102130340	0.51	6.58	0.0042	150
moss_0.01_2x_25.hist	histogram	genome-skim	1.97	105218210	0.62	5.06	0.0043	150
moss_0.001_4x_23.hist	histogram	genome-skim	4.05	102330509	0.52	6.58	0.0078	150
moss_0.01_4x_25.hist	histogram	genome-skim	4.08	101710072	0.65	4.73	0.0043	150
moss_0.001_1x_novaseq_profR.hist	histogram	genome-skim	0.96	107467299	0.51	6.43	0.0046	150
moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.88	117612504	0.63	6.29	0.0183	150
moss_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.96	105748739	0.65	5.08	0.0184	150
moss_0.01_8x_23.hist	histogram	genome-skim	8.41	98625010	0.67	4.78	0.0068	150
moss_0.001_2x_25.hist	histogram	genome-skim	1.84	112488257	0.46	6.24	0.0050	150
moss_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.22	100877997	0.55	9.67	0.0298	150
moss_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	11.12	74576179	0.91	6.64	0.0268	150
