sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.01_4x_20.hist	histogram	genome-skim	4.10	101209703	0.67	5.12	0.0127	150
moss_0.01_8x_23.hist	histogram	genome-skim	8.40	98715101	0.68	4.95	0.0067	150
moss_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.04	99737378	0.63	6.62	0.0185	150
moss_0.0_4x_20.hist	histogram	genome-skim	3.74	110775325	0.47	7.20	0.0143	150
moss_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.02	101649446	0.57	6.82	0.0142	150
moss_0.0_8x_25.hist	histogram	genome-skim	8.42	98465158	0.54	6.84	0.0052	150
moss_0.001_1x_novaseq_profR.hist	histogram	genome-skim	0.98	105269103	0.51	6.41	0.0047	150
moss_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.24	100702068	0.56	9.23	0.0295	150
moss_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.97	105089620	0.66	5.22	0.0183	150
moss_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.01	103137713	0.50	6.65	0.0047	150
moss_0.0_1x_20.hist	histogram	genome-skim	1.02	101856942	0.60	7.36	0.0128	150
moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.98	105485551	0.62	6.56	0.0183	150
moss_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.23	100831997	0.55	9.89	0.0298	150
moss_0.01_8x_20.hist	histogram	genome-skim	8.65	95826619	0.70	5.27	0.0129	150
moss_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.05	102395966	0.64	4.99	0.0034	150
moss_0.001_4x_20.hist	histogram	genome-skim	3.90	106272006	0.52	6.96	0.0141	150
moss_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.33	95714778	0.56	7.23	0.0158	150
moss_0.01_2x_23.hist	histogram	genome-skim	1.99	103929102	0.63	4.89	0.0066	150
moss_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.05	102347651	0.51	6.57	0.0041	150
moss_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.97	105070138	0.60	7.27	0.0196	150
moss_0.01_2x_novaseq_profR.hist	histogram	genome-skim	1.98	104882528	0.62	5.06	0.0034	150
moss_0.001_1x_20.hist	histogram	genome-skim	0.96	108428035	0.57	7.17	0.0126	150
moss_0.01_1x_23.hist	histogram	genome-skim	0.93	111404913	0.60	5.43	0.0066	150
moss_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.07	100388225	0.51	7.33	0.0154	150
moss_0.0_2x_23.hist	histogram	genome-skim	1.94	106766240	0.48	6.62	0.0076	150
moss_0.001_4x_25.hist	histogram	genome-skim	4.08	101697043	0.53	6.42	0.0051	150
moss_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.97	105276863	0.58	7.28	0.0198	150
moss_0.001_8x_23.hist	histogram	genome-skim	8.56	96928602	0.57	6.80	0.0078	150
moss_0.0_8x_23.hist	histogram	genome-skim	8.53	97247385	0.55	6.82	0.0079	150
moss_0.0_1x_25.hist	histogram	genome-skim	1.01	103060095	0.51	6.48	0.0055	150
moss_0.001_2x_25.hist	histogram	genome-skim	1.85	111780507	0.46	6.38	0.0049	150
moss_0.001_8x_20.hist	histogram	genome-skim	12.65	65543356	0.84	10.04	0.0261	150
moss_0.01_4x_23.hist	histogram	genome-skim	4.11	100949379	0.66	5.06	0.0068	150
moss_0.01_4x_25.hist	histogram	genome-skim	4.07	101852480	0.65	4.93	0.0043	150
moss_0.0_2x_20.hist	histogram	genome-skim	1.98	104731474	0.52	7.14	0.0135	150
moss_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.95	92703848	0.72	5.28	0.0142	150
