sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
club-moss_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.41	188548354	0.69	29.56	0.0135	150
club-moss_0.001_1x_23.hist	histogram	genome-skim	1.29	161053313	0.69	36.40	0.0064	150
club-moss_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.93	167352614	0.54	46.76	0.0176	150
club-moss_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.15	200380369	0.44	39.11	0.0041	150
club-moss_0.0_8x_25.hist	histogram	genome-skim	8.65	191996063	0.46	40.51	0.0058	150
club-moss_0.0_8x_23.hist	histogram	genome-skim	8.94	185772456	0.48	41.88	0.0086	150
club-moss_0.001_8x_25.hist	histogram	genome-skim	8.61	192974268	0.49	38.79	0.0055	150
club-moss_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.50	195383192	0.45	39.68	0.0045	150
club-moss_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.13	183297793	0.79	27.87	0.0116	150
club-moss_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.46	196441859	0.48	38.29	0.0043	150
club-moss_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.56	162107417	0.65	40.64	0.0137	150
club-moss_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.87	237674944	0.56	28.05	0.0161	150
club-moss_0.0_1x_23.hist	histogram	genome-skim	1.32	157073944	0.68	39.70	0.0064	150
club-moss_0.01_2x_20.hist	histogram	genome-skim	2.16	192231528	0.71	28.49	0.0117	150
club-moss_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.26	165190633	0.67	37.75	0.0121	150
club-moss_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.30	193071022	0.51	43.63	0.0203	150
club-moss_0.001_1x_novaseq_profR.hist	histogram	genome-skim	1.29	161557120	0.67	37.34	0.0039	150
club-moss_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.12	196028768	0.70	29.94	0.0177	150
club-moss_0.0_2x_novaseq_profR.hist	histogram	genome-skim	2.37	175440666	0.57	39.18	0.0038	150
club-moss_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.05	202410520	0.51	40.15	0.0183	150
club-moss_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.26	194868758	0.53	41.89	0.0201	150
club-moss_0.01_8x_23.hist	histogram	genome-skim	8.42	197283111	0.65	29.07	0.0068	150
club-moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.93	222880804	0.55	37.29	0.0162	150
club-moss_0.001_2x_23.hist	histogram	genome-skim	2.44	170042421	0.62	38.11	0.0068	150
club-moss_0.01_1x_20.hist	histogram	genome-skim	1.03	202015079	0.72	27.71	0.0107	150
club-moss_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.01	205502135	0.51	38.83	0.0162	150
club-moss_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.23	168371747	0.67	39.13	0.0121	150
club-moss_0.0_2x_20.hist	histogram	genome-skim	2.05	202794181	0.45	41.45	0.0124	150
club-moss_0.0_4x_25.hist	histogram	genome-skim	4.17	199020534	0.45	40.47	0.0051	150
club-moss_0.01_4x_20.hist	histogram	genome-skim	4.27	194482997	0.69	29.57	0.0124	150
club-moss_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	9.66	171979395	0.54	63.36	0.0327	150
club-moss_0.01_2x_25.hist	histogram	genome-skim	2.17	191166334	0.70	27.72	0.0041	150
club-moss_0.0_2x_25.hist	histogram	genome-skim	2.42	171820828	0.59	38.35	0.0046	150
club-moss_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.11	202091726	0.46	37.48	0.0039	150
club-moss_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.19	198125625	0.66	27.31	0.0033	150
club-moss_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.75	170308665	0.55	44.87	0.0171	150
club-moss_0.001_4x_23.hist	histogram	genome-skim	4.20	197754477	0.47	39.53	0.0078	150
club-moss_0.001_1x_25.hist	histogram	genome-skim	1.28	161964071	0.68	37.22	0.0045	150
club-moss_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.29	160888539	0.65	40.41	0.0039	150
club-moss_0.01_8x_20.hist	histogram	genome-skim	8.73	190272961	0.68	29.87	0.0130	150
