sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.001_1x_30.hist	histogram	genome-skim	0.96	108344139	0.49	6.35	0.0028	150
moss_0.001_2x_17.hist	histogram	genome-skim	1.90	109285914	0.59	6.74	0.0236	150
moss_0.0_1x_30.hist	histogram	genome-skim	0.98	106325274	0.48	6.73	0.0029	150
moss_0.001_2x_30.hist	histogram	genome-skim	1.80	115467692	0.44	6.10	0.0018	150
moss_0.0_2x_30.hist	histogram	genome-skim	1.83	113277225	0.44	6.33	0.0019	150
moss_0.0_2x_17.hist	histogram	genome-skim	1.90	109245150	0.59	7.36	0.0238	150
moss_0.01_1x_17.hist	histogram	genome-skim	0.95	109220643	0.71	5.07	0.0212	150
moss_0.001_1x_17.hist	histogram	genome-skim	1.03	100880900	0.71	6.77	0.0222	150
moss_0.0_8x_17.hist	histogram	genome-skim	7.40	112081932	0.56	8.96	0.0312	150
moss_0.0_4x_30.hist	histogram	genome-skim	3.95	104895954	0.50	6.43	0.0018	150
moss_0.01_4x_17.hist	histogram	genome-skim	3.66	113428947	0.63	5.08	0.0226	150
moss_0.0_1x_17.hist	histogram	genome-skim	0.74	139300997	0.57	7.15	0.0223	150
moss_0.01_1x_30.hist	histogram	genome-skim	0.99	105195568	0.62	4.97	0.0024	150
moss_0.001_8x_17.hist	histogram	genome-skim	7.39	112278117	0.56	8.70	0.0310	150
moss_0.0_8x_30.hist	histogram	genome-skim	8.15	101781807	0.52	6.41	0.0018	150
moss_0.01_8x_17.hist	histogram	genome-skim	7.85	105659600	0.66	6.16	0.0291	150
moss_0.0_4x_17.hist	histogram	genome-skim	3.57	116279356	0.56	7.24	0.0241	150
moss_0.01_8x_30.hist	histogram	genome-skim	8.07	102769854	0.65	4.62	0.0014	150
moss_0.06_1x_20.hist	histogram	genome-skim	1.02	101289906	0.97	1.00	0.0103	150
moss_0.06_2x_25.hist	histogram	genome-skim	2.02	102529015	0.94	0.91	0.0034	150
moss_0.06_1x_25.hist	histogram	genome-skim	1.03	100833945	0.96	0.96	0.0036	150
moss_0.06_4x_30.hist	histogram	genome-skim	4.01	103514366	0.94	0.88	0.0011	150
moss_0.06_2x_30.hist	histogram	genome-skim	2.01	103245379	0.94	0.93	0.0011	150
moss_0.06_2x_20.hist	histogram	genome-skim	2.00	103796033	0.94	0.92	0.0102	150
moss_0.06_2x_23.hist	histogram	genome-skim	2.00	103420644	0.94	0.95	0.0052	150
moss_0.06_1x_30.hist	histogram	genome-skim	1.02	102023712	0.95	0.96	0.0014	150
moss_0.06_1x_23.hist	histogram	genome-skim	1.02	101433360	0.96	0.89	0.0053	150
moss_0.06_8x_20.hist	histogram	genome-skim	8.08	102655045	0.94	0.96	0.0103	150
moss_0.06_8x_30.hist	histogram	genome-skim	8.00	103621248	0.93	0.92	0.0011	150
moss_0.06_4x_20.hist	histogram	genome-skim	4.01	103471940	0.94	0.96	0.0103	150
moss_0.06_4x_23.hist	histogram	genome-skim	4.01	103520229	0.94	0.93	0.0052	150
moss_0.06_4x_25.hist	histogram	genome-skim	4.02	103188089	0.94	0.95	0.0033	150
moss_0.06_8x_23.hist	histogram	genome-skim	8.06	102903227	0.94	0.93	0.0052	150
moss_0.06_8x_25.hist	histogram	genome-skim	8.03	103217247	0.94	0.90	0.0033	150
