sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.001_2x_novaseq_profR.hist	histogram	genome-skim	2.02	99646749	0.86	6.68	0.0028	150
rotifer_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.08	99467683	0.86	7.87	0.0028	150
rotifer_0.0_1x_23.hist	histogram	genome-skim	1.00	99958376	0.88	7.70	0.0057	150
rotifer_0.001_1x_25.hist	histogram	genome-skim	1.04	96695746	0.89	8.54	0.0039	150
rotifer_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.21	97905500	0.92	5.54	0.0166	150
rotifer_0.0_1x_20.hist	histogram	genome-skim	1.00	100248530	0.90	8.83	0.0107	150
rotifer_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.19	98035728	0.92	5.52	0.0113	150
rotifer_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.02	99939215	0.85	7.42	0.0028	150
rotifer_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.02	99804583	0.89	7.81	0.0167	150
rotifer_0.0_4x_20.hist	histogram	genome-skim	4.05	99171759	0.87	7.75	0.0109	150
rotifer_0.0_2x_novaseq_profR.hist	histogram	genome-skim	2.02	99462411	0.86	8.33	0.0028	150
rotifer_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.02	97974125	0.92	7.80	0.0167	150
rotifer_0.01_2x_20.hist	histogram	genome-skim	2.02	99686813	0.92	5.95	0.0105	150
rotifer_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.04	99880342	0.90	5.59	0.0027	150
rotifer_0.001_2x_23.hist	histogram	genome-skim	2.02	99216539	0.87	6.96	0.0056	150
rotifer_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.03	99056607	0.88	7.79	0.0167	150
rotifer_0.0_1x_25.hist	histogram	genome-skim	1.00	100971461	0.87	8.13	0.0038	150
