sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.001_2x_25.hist	histogram	genome-skim	2.01	100177299	0.86	8.28	0.0036	150
rotifer_0.01_2x_23.hist	histogram	genome-skim	2.01	99793017	0.91	5.21	0.0054	150
rotifer_0.01_8x_23.hist	histogram	genome-skim	8.09	99325162	0.91	6.11	0.0054	150
rotifer_0.01_1x_23.hist	histogram	genome-skim	1.01	98995297	0.94	4.69	0.0054	150
rotifer_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.01	99316459	0.87	7.28	0.0031	150
rotifer_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.01	99511366	0.93	6.68	0.0110	150
rotifer_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.02	99805398	0.86	7.19	0.0028	150
rotifer_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.03	98756862	0.88	7.88	0.0115	150
rotifer_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.07	99477734	0.87	7.51	0.0028	150
rotifer_0.001_8x_23.hist	histogram	genome-skim	8.13	98776464	0.87	7.70	0.0056	150
rotifer_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.96	105161452	0.91	6.28	0.0164	150
rotifer_0.0_8x_25.hist	histogram	genome-skim	8.10	99221726	0.86	7.64	0.0036	150
rotifer_0.001_1x_20.hist	histogram	genome-skim	0.98	102106333	0.88	7.62	0.0104	150
rotifer_0.001_2x_23.hist	histogram	genome-skim	2.01	99861166	0.87	8.34	0.0055	150
rotifer_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.11	97667591	0.88	7.88	0.0116	150
rotifer_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.05	99836680	0.90	5.73	0.0027	150
rotifer_0.0_1x_23.hist	histogram	genome-skim	1.02	97989333	0.89	8.09	0.0057	150
rotifer_0.001_8x_25.hist	histogram	genome-skim	8.10	99182549	0.87	7.67	0.0036	150
rotifer_0.001_8x_20.hist	histogram	genome-skim	8.22	97676507	0.88	7.70	0.0110	150
rotifer_0.001_4x_20.hist	histogram	genome-skim	4.04	99363339	0.88	7.74	0.0109	150
rotifer_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.07	97113040	0.88	7.99	0.0115	150
rotifer_0.01_8x_25.hist	histogram	genome-skim	8.06	99708171	0.91	5.86	0.0034	150
rotifer_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.07	98618704	0.92	6.22	0.0112	150
rotifer_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.02	99957622	0.90	5.88	0.0027	150
rotifer_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.03	97906793	0.91	6.73	0.0114	150
rotifer_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.02	97974125	0.92	7.80	0.0167	150
