sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	11.10	74691228	0.91	6.70	0.0268	150
moss_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.29	96719824	0.68	4.99	0.0139	150
moss_0.0_1x_25.hist	histogram	genome-skim	0.99	104223964	0.51	6.74	0.0055	150
moss_0.01_8x_23.hist	histogram	genome-skim	8.40	98740315	0.67	4.78	0.0068	150
moss_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.48	87484279	0.61	7.49	0.0167	150
moss_0.01_2x_20.hist	histogram	genome-skim	1.99	104278653	0.64	5.08	0.0122	150
moss_0.001_2x_25.hist	histogram	genome-skim	1.84	112404251	0.45	6.42	0.0050	150
moss_0.0_4x_23.hist	histogram	genome-skim	4.04	102517536	0.51	6.95	0.0080	150
moss_0.0_2x_novaseq_profR.hist	histogram	genome-skim	1.85	111818645	0.44	6.56	0.0041	150
moss_0.001_1x_25.hist	histogram	genome-skim	1.00	104106614	0.51	6.32	0.0054	150
moss_0.001_4x_25.hist	histogram	genome-skim	4.08	101592286	0.53	6.45	0.0051	150
moss_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	0.98	106015286	0.57	6.81	0.0139	150
moss_0.001_2x_23.hist	histogram	genome-skim	1.89	109635840	0.48	6.50	0.0074	150
moss_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.26	100368336	0.56	9.85	0.0298	150
moss_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.05	102324080	0.51	6.59	0.0041	150
moss_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.34	99461786	0.55	6.40	0.0040	150
moss_0.0_4x_25.hist	histogram	genome-skim	4.07	101793355	0.51	6.54	0.0052	150
moss_0.0_8x_23.hist	histogram	genome-skim	8.58	96645867	0.55	6.81	0.0079	150
moss_0.01_4x_23.hist	histogram	genome-skim	4.10	101110939	0.66	4.78	0.0067	150
moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.85	122437035	0.60	6.52	0.0183	150
moss_0.01_8x_25.hist	histogram	genome-skim	8.27	100293941	0.66	4.79	0.0044	150
moss_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.95	106402433	0.58	7.07	0.0196	150
moss_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	1.92	108237444	0.64	4.99	0.0184	150
moss_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.05	102263856	0.52	6.56	0.0040	150
moss_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.22	100887344	0.66	4.65	0.0034	150
moss_0.01_1x_novaseq_profR.hist	histogram	genome-skim	1.00	103991963	0.63	4.54	0.0040	150
moss_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.22	100895217	0.56	9.32	0.0295	150
moss_0.01_4x_25.hist	histogram	genome-skim	4.07	101825508	0.65	4.67	0.0043	150
moss_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.81	127931953	0.65	5.00	0.0171	150
moss_0.0_2x_23.hist	histogram	genome-skim	1.92	107816109	0.48	6.89	0.0075	150
moss_0.001_8x_23.hist	histogram	genome-skim	8.56	96938311	0.57	6.64	0.0078	150
moss_0.001_2x_20.hist	histogram	genome-skim	1.94	106978222	0.52	6.59	0.0133	150
moss_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.10	98501667	0.53	7.39	0.0153	150
moss_0.001_1x_20.hist	histogram	genome-skim	0.98	105298415	0.58	7.21	0.0127	150
moss_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.09	99334809	0.66	5.08	0.0135	150
