sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.01	99908185	0.92	6.09	0.0163	150
rotifer_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.02	99845549	0.86	7.90	0.0028	150
rotifer_0.001_2x_20.hist	histogram	genome-skim	2.03	98915405	0.88	7.14	0.0108	150
rotifer_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.08	99441588	0.86	7.53	0.0028	150
rotifer_0.01_8x_23.hist	histogram	genome-skim	8.08	99404041	0.91	5.75	0.0054	150
rotifer_0.001_1x_20.hist	histogram	genome-skim	0.97	103212848	0.90	8.50	0.0106	150
rotifer_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.01	100054272	0.91	5.86	0.0027	150
rotifer_0.01_8x_20.hist	histogram	genome-skim	8.13	98858392	0.91	6.00	0.0106	150
rotifer_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.02	99804924	0.86	7.46	0.0028	150
rotifer_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.11	97768942	0.88	7.80	0.0116	150
rotifer_0.01_1x_novaseq_profR.hist	histogram	genome-skim	1.02	98569758	0.92	5.95	0.0030	150
rotifer_0.001_4x_25.hist	histogram	genome-skim	4.03	99581477	0.87	7.51	0.0036	150
rotifer_0.001_4x_23.hist	histogram	genome-skim	4.04	99449956	0.87	7.42	0.0056	150
rotifer_0.01_2x_novaseq_profR.hist	histogram	genome-skim	2.02	99633143	0.91	5.93	0.0027	150
rotifer_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.32	96552746	0.90	7.97	0.0171	150
rotifer_0.001_2x_novaseq_profR.hist	histogram	genome-skim	2.02	99626243	0.86	7.22	0.0028	150
rotifer_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.01	99328369	0.94	6.20	0.0112	150
rotifer_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.02	99781489	0.88	7.98	0.0168	150
rotifer_0.0_1x_novaseq_profR.hist	histogram	genome-skim	0.99	101557439	0.87	8.45	0.0031	150
