sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.32	96507510	0.89	8.08	0.0172	150
rotifer_0.001_1x_23.hist	histogram	genome-skim	1.01	99060102	0.88	7.71	0.0056	150
rotifer_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.12	97560893	0.88	7.84	0.0116	150
rotifer_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.10	97904440	0.88	7.17	0.0115	150
rotifer_0.01_1x_23.hist	histogram	genome-skim	1.02	98292279	0.93	5.78	0.0056	150
rotifer_0.001_2x_23.hist	histogram	genome-skim	2.03	99030443	0.87	7.68	0.0056	150
rotifer_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.07	99489700	0.86	7.63	0.0028	150
rotifer_0.01_4x_20.hist	histogram	genome-skim	4.03	99649746	0.92	5.81	0.0106	150
rotifer_0.0_4x_23.hist	histogram	genome-skim	4.05	99215334	0.86	8.12	0.0056	150
rotifer_0.0_1x_25.hist	histogram	genome-skim	1.01	99399698	0.88	6.85	0.0038	150
rotifer_0.0_2x_novaseq_profR.hist	histogram	genome-skim	2.00	100185862	0.85	7.63	0.0028	150
rotifer_0.001_8x_25.hist	histogram	genome-skim	8.11	99124689	0.87	7.48	0.0036	150
rotifer_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.03	98826933	0.92	5.84	0.0112	150
rotifer_0.01_8x_23.hist	histogram	genome-skim	8.09	99371378	0.91	5.68	0.0054	150
rotifer_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	0.96	104107474	0.93	5.77	0.0109	150
rotifer_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.02	100012550	0.90	5.37	0.0027	150
rotifer_0.0_1x_23.hist	histogram	genome-skim	1.00	100006069	0.87	6.85	0.0056	150
rotifer_0.01_2x_20.hist	histogram	genome-skim	2.01	100027094	0.92	5.11	0.0105	150
rotifer_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.03	97548513	0.92	7.71	0.0114	150
rotifer_0.0_4x_25.hist	histogram	genome-skim	4.03	99613165	0.86	7.71	0.0036	150
rotifer_0.01_1x_novaseq_profR.hist	histogram	genome-skim	1.03	97377668	0.93	5.36	0.0031	150
rotifer_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.06	98947350	0.92	5.77	0.0112	150
rotifer_0.001_4x_23.hist	histogram	genome-skim	4.05	99195512	0.87	7.91	0.0056	150
