sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.32	95941787	0.54	7.52	0.0161	150
moss_0.01_8x_20.hist	histogram	genome-skim	8.61	96284422	0.69	5.22	0.0129	150
moss_0.0_4x_20.hist	histogram	genome-skim	3.73	111227272	0.46	7.01	0.0144	150
moss_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.89	106723054	0.64	5.13	0.0187	150
moss_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.08	99456250	0.52	7.27	0.0153	150
moss_0.001_8x_23.hist	histogram	genome-skim	8.55	96990232	0.57	6.77	0.0078	150
moss_0.001_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.00	103538136	0.62	6.86	0.0183	150
moss_0.01_2x_25.hist	histogram	genome-skim	1.98	104781536	0.62	5.07	0.0043	150
moss_0.01_2x_novaseq_profR.hist	histogram	genome-skim	1.98	104745051	0.62	4.80	0.0034	150
moss_0.0_4x_23.hist	histogram	genome-skim	4.05	102506228	0.51	6.93	0.0080	150
moss_0.01_1x_20.hist	histogram	genome-skim	0.90	115357475	0.62	4.93	0.0117	150
moss_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.03	100772560	0.62	7.19	0.0140	150
moss_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.31	96282268	0.55	6.96	0.0158	150
moss_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.07	97297680	0.58	7.20	0.0141	150
moss_0.001_1x_novaseq_profR.hist	histogram	genome-skim	0.98	105837944	0.50	6.59	0.0046	150
moss_0.001_4x_25.hist	histogram	genome-skim	4.08	101533914	0.53	6.39	0.0051	150
moss_0.001_2x_novaseq_profR.hist	histogram	genome-skim	1.85	112142819	0.46	6.54	0.0040	150
moss_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.95	92710917	0.72	5.31	0.0142	150
moss_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	11.15	74397435	0.91	6.75	0.0268	150
moss_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.07	99967818	0.65	5.09	0.0135	150
moss_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.28	96998979	0.68	5.10	0.0139	150
moss_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.06	102026550	0.65	4.74	0.0034	150
moss_0.01_1x_25.hist	histogram	genome-skim	0.95	108983700	0.61	5.00	0.0047	150
