sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.0_1x_25.hist	histogram	genome-skim	1.03	97738401	0.88	8.26	0.0038	150
rotifer_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.05	99855103	0.91	5.57	0.0027	150
rotifer_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.02	100034770	0.90	5.47	0.0027	150
rotifer_0.01_2x_23.hist	histogram	genome-skim	2.02	99552998	0.91	5.67	0.0054	150
rotifer_0.0_8x_23.hist	histogram	genome-skim	8.14	98720565	0.87	8.08	0.0056	150
rotifer_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.31	96664579	0.88	7.98	0.0118	150
rotifer_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.34	96395468	0.89	8.06	0.0172	150
rotifer_0.01_8x_25.hist	histogram	genome-skim	8.07	99588385	0.91	5.73	0.0034	150
rotifer_0.01_1x_novaseq_profR.hist	histogram	genome-skim	1.03	97476606	0.93	5.85	0.0030	150
rotifer_0.01_1x_25.hist	histogram	genome-skim	1.03	97583565	0.93	5.62	0.0037	150
rotifer_0.01_1x_23.hist	histogram	genome-skim	1.01	99717821	0.92	5.93	0.0055	150
rotifer_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.00	100666999	0.96	6.35	0.0165	150
rotifer_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.01	100181887	0.88	7.68	0.0167	150
rotifer_0.001_1x_20.hist	histogram	genome-skim	1.02	98000115	0.92	7.91	0.0108	150
rotifer_0.0_4x_25.hist	histogram	genome-skim	4.03	99671133	0.86	7.73	0.0036	150
rotifer_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.04	96971423	0.91	7.84	0.0113	150
rotifer_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.03	99796251	0.86	7.37	0.0028	150
rotifer_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.21	97885164	0.93	5.72	0.0166	150
rotifer_0.001_1x_novaseq_profR.hist	histogram	genome-skim	1.02	98155825	0.89	7.57	0.0031	150
rotifer_0.01_8x_20.hist	histogram	genome-skim	8.13	98751622	0.92	6.15	0.0106	150
rotifer_0.0_2x_23.hist	histogram	genome-skim	2.02	99481424	0.86	7.54	0.0056	150
rotifer_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.01	99749053	0.88	7.70	0.0031	150
rotifer_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.10	97882428	0.88	8.07	0.0115	150
rotifer_0.01_4x_25.hist	histogram	genome-skim	4.01	100212021	0.90	5.83	0.0034	150
rotifer_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.11	97762659	0.88	8.26	0.0116	150
rotifer_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.00	100609882	0.88	7.57	0.0166	150
rotifer_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.05	97987228	0.88	8.74	0.0115	150
rotifer_0.001_2x_20.hist	histogram	genome-skim	2.01	99672577	0.87	7.34	0.0108	150
rotifer_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.32	96536681	0.89	8.07	0.0171	150
rotifer_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.07	99587080	0.86	7.69	0.0028	150
rotifer_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.01	99595490	0.93	4.91	0.0110	150
rotifer_0.001_8x_20.hist	histogram	genome-skim	8.22	97696274	0.88	7.54	0.0110	150
rotifer_0.001_4x_25.hist	histogram	genome-skim	4.04	99520226	0.87	8.22	0.0036	150
rotifer_0.0_1x_20.hist	histogram	genome-skim	0.96	104472475	0.89	7.52	0.0105	150
