sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.01_8x_23.hist	histogram	genome-skim	8.09	99225129	0.91	5.90	0.0054	150
rotifer_0.01_1x_25.hist	histogram	genome-skim	1.00	100234093	0.92	5.14	0.0036	150
rotifer_0.001_8x_25.hist	histogram	genome-skim	8.10	99210868	0.87	8.05	0.0036	150
rotifer_0.001_1x_20.hist	histogram	genome-skim	1.04	96699539	0.92	7.52	0.0108	150
rotifer_0.01_4x_23.hist	histogram	genome-skim	4.03	99682722	0.91	6.30	0.0054	150
rotifer_0.01_2x_20.hist	histogram	genome-skim	2.01	99834085	0.92	6.30	0.0105	150
rotifer_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.01	100281552	0.92	6.47	0.0163	150
rotifer_0.0_8x_23.hist	histogram	genome-skim	8.15	98627542	0.86	8.20	0.0057	150
rotifer_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.00	100241038	0.87	8.40	0.0031	150
rotifer_0.01_4x_20.hist	histogram	genome-skim	4.02	99807910	0.92	5.77	0.0106	150
rotifer_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.31	96698390	0.88	8.30	0.0118	150
rotifer_0.0_2x_20.hist	histogram	genome-skim	2.02	99294279	0.87	7.63	0.0108	150
rotifer_0.0_1x_23.hist	histogram	genome-skim	0.99	100953968	0.88	8.15	0.0056	150
rotifer_0.0_8x_25.hist	histogram	genome-skim	8.09	99337763	0.86	7.62	0.0036	150
rotifer_0.001_1x_novaseq_profR.hist	histogram	genome-skim	1.01	99741024	0.88	8.13	0.0031	150
rotifer_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.98	102235024	0.95	6.71	0.0164	150
rotifer_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.06	97702628	0.93	5.66	0.0112	150
rotifer_0.01_8x_25.hist	histogram	genome-skim	8.06	99687734	0.91	5.62	0.0034	150
rotifer_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.21	97847292	0.93	6.13	0.0166	150
rotifer_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.03	99698937	0.89	7.89	0.0167	150
rotifer_0.01_1x_23.hist	histogram	genome-skim	1.01	99127823	0.93	5.32	0.0054	150
rotifer_0.0_4x_23.hist	histogram	genome-skim	4.04	99391621	0.86	7.95	0.0056	150
rotifer_0.001_8x_novaseq_profR.hist	histogram	genome-skim	8.08	99473354	0.86	7.69	0.0028	150
rotifer_0.01_1x_novaseq_profR.hist	histogram	genome-skim	1.01	99264548	0.92	7.20	0.0030	150
rotifer_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.02	99781489	0.88	7.98	0.0168	150
rotifer_0.0_2x_25.hist	histogram	genome-skim	2.01	99772300	0.86	8.31	0.0036	150
rotifer_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.12	97578290	0.88	8.01	0.0116	150
rotifer_0.001_1x_23.hist	histogram	genome-skim	1.01	99491348	0.89	7.67	0.0057	150
rotifer_0.001_2x_novaseq_profR.hist	histogram	genome-skim	2.00	100395629	0.86	6.81	0.0028	150
rotifer_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.00	100703272	0.88	7.35	0.0166	150
rotifer_0.0_1x_20.hist	histogram	genome-skim	1.03	97828774	0.91	8.73	0.0108	150
rotifer_0.001_2x_23.hist	histogram	genome-skim	2.02	99483440	0.87	7.96	0.0056	150
rotifer_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.34	96395468	0.89	8.06	0.0172	150
rotifer_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.02	99853886	0.91	5.87	0.0027	150
rotifer_0.01_4x_25.hist	histogram	genome-skim	4.02	99971924	0.90	5.55	0.0034	150
rotifer_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.08	99447158	0.86	7.55	0.0028	150
rotifer_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.11	97707266	0.88	7.95	0.0116	150
rotifer_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.32	96612036	0.89	8.29	0.0171	150
rotifer_0.0_8x_20.hist	histogram	genome-skim	8.23	97661052	0.88	7.59	0.0110	150
rotifer_0.01_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.08	98430273	0.92	6.03	0.0112	150
rotifer_0.0_1x_HiSeq2500L150R.hist	histogram	genome-skim	1.02	98762246	0.93	7.87	0.0168	150
rotifer_0.001_2x_20.hist	histogram	genome-skim	2.02	99238116	0.87	7.77	0.0108	150
rotifer_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.02	99837469	0.86	7.64	0.0028	150
rotifer_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	0.98	102653036	0.93	5.20	0.0109	150
rotifer_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	0.99	101261158	0.90	8.20	0.0113	150
rotifer_0.0_2x_novaseq_profR.hist	histogram	genome-skim	2.00	100172584	0.85	8.62	0.0028	150
rotifer_0.001_4x_20.hist	histogram	genome-skim	4.05	99297273	0.88	7.70	0.0109	150
