sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
rotifer_0.01_8x_25.hist	histogram	genome-skim	8.06	99702714	0.91	5.66	0.0034	150
rotifer_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.04	99907118	0.90	5.80	0.0027	150
rotifer_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.00	100073345	0.87	7.08	0.0031	150
rotifer_0.001_8x_20.hist	histogram	genome-skim	8.22	97777879	0.88	7.51	0.0110	150
rotifer_0.0_1x_25.hist	histogram	genome-skim	1.00	100620984	0.88	7.56	0.0038	150
rotifer_0.0_4x_20.hist	histogram	genome-skim	4.06	98883994	0.88	7.38	0.0109	150
rotifer_0.01_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.05	98089350	0.92	5.52	0.0112	150
rotifer_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.03	99809372	0.86	7.74	0.0028	150
rotifer_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.99	101652801	0.93	5.18	0.0161	150
rotifer_0.001_1x_23.hist	histogram	genome-skim	0.99	101585960	0.88	7.84	0.0055	150
rotifer_0.001_2x_25.hist	histogram	genome-skim	2.02	99550913	0.87	8.40	0.0036	150
rotifer_0.0_4x_25.hist	histogram	genome-skim	4.03	99785830	0.86	7.95	0.0036	150
rotifer_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.03	99728964	0.86	7.63	0.0028	150
rotifer_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.04	98213076	0.88	6.89	0.0114	150
rotifer_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	8.33	96475687	0.89	7.94	0.0172	150
rotifer_0.01_4x_23.hist	histogram	genome-skim	4.01	100126864	0.90	5.97	0.0054	150
rotifer_0.0_8x_20.hist	histogram	genome-skim	8.23	97661052	0.88	7.59	0.0110	150
rotifer_0.01_2x_23.hist	histogram	genome-skim	2.01	99998795	0.91	5.98	0.0053	150
rotifer_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.19	98084237	0.92	5.68	0.0113	150
rotifer_0.001_8x_23.hist	histogram	genome-skim	8.14	98741815	0.87	7.59	0.0056	150
rotifer_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.30	96815476	0.89	7.92	0.0117	150
rotifer_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.06	97327522	0.88	7.51	0.0116	150
rotifer_0.001_4x_23.hist	histogram	genome-skim	4.04	99375697	0.87	7.55	0.0056	150
rotifer_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.13	97311173	0.88	8.09	0.0116	150
rotifer_0.001_1x_20.hist	histogram	genome-skim	1.01	98951600	0.91	6.41	0.0107	150
rotifer_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.02	99915126	0.89	8.22	0.0167	150
rotifer_0.001_1x_novaseq_profR.hist	histogram	genome-skim	1.01	99366826	0.88	8.86	0.0031	150
rotifer_0.01_4x_25.hist	histogram	genome-skim	4.01	100121661	0.90	5.23	0.0034	150
rotifer_0.0_1x_23.hist	histogram	genome-skim	1.03	97720764	0.89	8.62	0.0057	150
rotifer_0.0_2x_novaseq_profR.hist	histogram	genome-skim	2.01	99869973	0.86	7.26	0.0028	150
rotifer_0.01_2x_20.hist	histogram	genome-skim	2.01	99861546	0.92	5.41	0.0105	150
rotifer_0.01_2x_novaseq_profR.hist	histogram	genome-skim	2.01	99729345	0.91	6.15	0.0027	150
rotifer_0.0_8x_25.hist	histogram	genome-skim	8.10	99221154	0.86	7.45	0.0036	150
rotifer_0.0_2x_20.hist	histogram	genome-skim	2.02	99294279	0.87	7.63	0.0108	150
