sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
club-moss_0.01_8x_20.hist	histogram	genome-skim	8.73	190329956	0.68	30.00	0.0130	150
club-moss_0.0_2x_23.hist	histogram	genome-skim	2.49	166541493	0.62	39.64	0.0069	150
club-moss_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.75	170417514	0.55	45.08	0.0171	150
club-moss_0.0_8x_novaseq_profR.hist	histogram	genome-skim	8.49	195564508	0.45	39.71	0.0045	150
club-moss_0.0_1x_novaseq_profR.hist	histogram	genome-skim	1.32	157157339	0.66	39.90	0.0039	150
club-moss_0.001_4x_25.hist	histogram	genome-skim	4.13	201251329	0.46	39.31	0.0049	150
club-moss_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.28	193894295	0.51	43.52	0.0204	150
club-moss_0.001_8x_20.hist	histogram	genome-skim	9.26	179488009	0.52	42.56	0.0155	150
club-moss_0.01_1x_20.hist	histogram	genome-skim	0.81	255645138	0.52	29.53	0.0108	150
club-moss_0.01_8x_novaseq_profR.hist	histogram	genome-skim	8.25	201342388	0.64	29.17	0.0034	150
club-moss_0.001_2x_20.hist	histogram	genome-skim	2.51	165728046	0.65	38.38	0.0123	150
club-moss_0.01_1x_23.hist	histogram	genome-skim	1.12	185618937	0.75	28.42	0.0061	150
club-moss_0.0_8x_HiSeq2500L150R.hist	histogram	genome-skim	13.71	121191273	0.75	67.04	0.0337	150
club-moss_0.001_1x_novaseq_profR.hist	histogram	genome-skim	1.28	161988686	0.67	37.23	0.0039	150
club-moss_0.01_4x_23.hist	histogram	genome-skim	4.30	193124421	0.67	28.49	0.0066	150
club-moss_0.01_8x_MiSeqv3L250R.hist	histogram	genome-skim	8.99	184873179	0.69	31.20	0.0142	150
club-moss_0.0_1x_25.hist	histogram	genome-skim	1.32	156791841	0.67	40.49	0.0046	150
club-moss_0.001_8x_HiSeq2500L150R.hist	histogram	genome-skim	13.12	126625472	0.75	61.98	0.0327	150
club-moss_0.01_2x_novaseq_profR.hist	histogram	genome-skim	2.17	191395170	0.69	28.86	0.0033	150
club-moss_0.0_8x_23.hist	histogram	genome-skim	8.88	187100931	0.48	41.38	0.0086	150
club-moss_0.01_4x_25.hist	histogram	genome-skim	4.23	196508355	0.66	28.95	0.0042	150
club-moss_0.01_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.11	196722393	0.70	29.52	0.0177	150
club-moss_0.0_4x_23.hist	histogram	genome-skim	4.29	193784260	0.47	41.39	0.0080	150
club-moss_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.66	156400175	0.65	41.90	0.0138	150
club-moss_0.001_8x_23.hist	histogram	genome-skim	8.74	190136474	0.49	40.43	0.0083	150
club-moss_0.0_4x_25.hist	histogram	genome-skim	4.18	198944974	0.45	39.92	0.0051	150
club-moss_0.001_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.56	162070489	0.64	39.24	0.0137	150
club-moss_0.0_4x_20.hist	histogram	genome-skim	4.36	190623772	0.49	42.22	0.0143	150
club-moss_0.001_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.08	199840575	0.52	39.55	0.0183	150
club-moss_0.01_8x_HiSeq2500L150R.hist	histogram	genome-skim	9.21	180312911	0.70	39.83	0.0270	150
club-moss_0.0_2x_HiSeq2500L150R.hist	histogram	genome-skim	2.13	195386980	0.51	41.14	0.0184	150
club-moss_0.0_2x_25.hist	histogram	genome-skim	2.41	172124298	0.59	38.59	0.0046	150
club-moss_0.01_4x_novaseq_profR.hist	histogram	genome-skim	4.20	197842650	0.66	28.84	0.0033	150
club-moss_0.001_2x_novaseq_profR.hist	histogram	genome-skim	2.34	177290218	0.58	37.69	0.0037	150
club-moss_0.01_1x_HiSeq2500L150R.hist	histogram	genome-skim	0.87	239357035	0.55	29.46	0.0161	150
club-moss_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.24	196035181	0.70	30.07	0.0184	150
club-moss_0.01_1x_novaseq_profR.hist	histogram	genome-skim	1.14	182618765	0.74	29.00	0.0037	150
club-moss_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.63	179350683	0.54	42.12	0.0154	150
club-moss_0.001_4x_novaseq_profR.hist	histogram	genome-skim	4.12	201418424	0.46	37.29	0.0039	150
club-moss_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	4.14	200873765	0.50	41.13	0.0201	150
club-moss_0.01_1x_25.hist	histogram	genome-skim	1.12	184707925	0.74	29.75	0.0043	150
club-moss_0.001_2x_23.hist	histogram	genome-skim	2.45	169798988	0.62	38.38	0.0068	150
club-moss_0.001_1x_23.hist	histogram	genome-skim	1.29	161261855	0.69	38.28	0.0064	150
club-moss_0.001_4x_23.hist	histogram	genome-skim	4.20	197810164	0.47	39.79	0.0078	150
club-moss_0.01_8x_25.hist	histogram	genome-skim	8.31	199795419	0.64	28.88	0.0044	150
club-moss_0.01_8x_23.hist	histogram	genome-skim	8.49	195773429	0.65	29.07	0.0068	150
club-moss_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.15	200363385	0.44	39.02	0.0041	150
club-moss_0.01_4x_20.hist	histogram	genome-skim	4.27	194354487	0.69	29.43	0.0124	150
club-moss_0.0_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.24	167526529	0.66	41.28	0.0121	150
club-moss_0.0_8x_20.hist	histogram	genome-skim	9.47	175504563	0.52	43.97	0.0159	150
club-moss_0.001_1x_20.hist	histogram	genome-skim	0.99	210349467	0.48	37.77	0.0110	150
club-moss_0.01_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.16	179064734	0.79	29.54	0.0116	150
