sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
moss_0.001_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.77	109981147	0.53	7.06	0.0202	150
moss_0.0_2x_MiSeqv3L250R.hist	histogram	genome-skim	2.05	100909440	0.51	7.50	0.0153	150
moss_0.01_8x_25.hist	histogram	genome-skim	8.28	100188754	0.66	4.84	0.0044	150
moss_0.0_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.77	110061073	0.52	7.22	0.0205	150
moss_0.001_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.42	88075053	0.62	7.40	0.0164	150
moss_0.001_1x_MiSeqv3L250R.hist	histogram	genome-skim	1.03	100558256	0.58	6.48	0.0140	150
moss_0.001_1x_25.hist	histogram	genome-skim	1.00	103731508	0.55	6.82	0.0054	150
moss_0.001_4x_20.hist	histogram	genome-skim	3.95	105014388	0.52	7.01	0.0141	150
moss_0.01_4x_25.hist	histogram	genome-skim	4.06	102016593	0.65	4.63	0.0043	150
moss_0.001_1x_20.hist	histogram	genome-skim	0.97	106669969	0.61	6.39	0.0126	150
moss_0.0_4x_novaseq_profR.hist	histogram	genome-skim	4.05	102510106	0.51	6.51	0.0041	150
moss_0.01_2x_novaseq_profR.hist	histogram	genome-skim	1.97	105047446	0.62	4.59	0.0034	150
moss_0.01_1x_20.hist	histogram	genome-skim	0.86	120904920	0.57	4.91	0.0116	150
moss_0.0_8x_25.hist	histogram	genome-skim	8.42	98523003	0.54	6.72	0.0052	150
moss_0.01_4x_HiSeq2500L150R.hist	histogram	genome-skim	3.89	106723204	0.64	5.03	0.0187	150
moss_0.0_8x_MiSeqv3L250R.hist	histogram	genome-skim	9.51	87164365	0.61	7.54	0.0167	150
moss_0.0_1x_25.hist	histogram	genome-skim	1.07	97209093	0.56	6.73	0.0055	150
moss_0.0_4x_20.hist	histogram	genome-skim	3.73	111084861	0.46	7.30	0.0143	150
moss_0.01_1x_25.hist	histogram	genome-skim	0.97	106652089	0.62	5.23	0.0047	150
moss_0.01_8x_23.hist	histogram	genome-skim	8.40	98739591	0.67	4.81	0.0067	150
moss_0.01_2x_23.hist	histogram	genome-skim	1.98	104461144	0.63	4.74	0.0065	150
moss_0.001_2x_23.hist	histogram	genome-skim	1.90	108919195	0.48	6.58	0.0074	150
moss_0.0_2x_25.hist	histogram	genome-skim	1.90	109163702	0.47	6.73	0.0050	150
moss_0.001_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.34	95502727	0.56	7.18	0.0158	150
moss_0.0_4x_MiSeqv3L250R.hist	histogram	genome-skim	4.32	96050751	0.54	7.40	0.0161	150
moss_0.001_2x_25.hist	histogram	genome-skim	1.87	111097200	0.46	6.35	0.0049	150
